Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Samoa,,0.96989,0.97255,1.01636,1.01636,1.06019,1.12808,1.10471,1.12515,1.12515,1.14852,1.14852,1.14852
Singapore,,755.28577,818.52605,805.95348,882.97655,948.35863,957.6389,1096.62408,1195.05029,1489.1575,1170.158,1348.19197,1348.19197
Solomon Islands,,1.20615,1.20945,1.25326,1.25326,1.29645,1.42556,1.32337,1.48542,1.43288,1.46274,1.46274,1.46274
Sri Lanka,,31.29811,33.79978,32.40879,34.96419,38.48801,42.79241,41.74608,47.73003,48.13581,43.89863,44.2714,44.2714
Taiwan,,197.53205,203.51491,197.33636,194.00261,197.05657,117.54449,219.5691,238.85395,297.47885,323.84674,370.65233,370.65233
Thailand,,34.80358,18.23515,22.7604,19.37452,23.53164,28.07857,25.94868,16.05575,7.56403,34.39959,53.67413,53.67413
Timor-Leste (East Timor),,--,--,--,1.10379,1.20016,1.20016,1.2206,2.20458,1.30822,1.26441,1.26441,1.26441
Tonga,,0.91787,0.87811,0.77959,0.77959,0.84227,1.03482,1.1732,1.20222,1.20222,1.20222,1.20222,1.20222
U.S. Pacific Islands,,2.00825,2.01375,2.01375,2.01375,2.00825,2.01375,2.06,2.1,2.39,2.06,2.11,2.11
Vanuatu,,0.56443,0.56597,0.60978,0.60978,0.6285,0.6711,0.65359,0.76112,0.67639,0.83765,0.83765,0.83765
Vietnam,,170.82612,169.13956,205.98123,220.72145,238.37421,250.31041,254.04088,268.04227,296.4914,291.86973,236.70323,236.70323
Wake Island,,8.97866,9.00326,9.15671,9.15671,9.13169,9.15671,9.3,9.6,9.076,9.3,9.576,9.576
